Node1,Node2,AmntTrn,CntTrn,Alert
56433,24783,3270,1,0
187520,50379,100,1,0
56455,88914,1075,6,0
56455,89009,575,3,0
56455,52279,1355,11,0
187527,88914,15,1,0
56461,51840,231,1,0
187563,89191,350,1,0
187580,100654,198,1,0
187582,85795,801,1,0
56513,124533,33,2,0
56514,80314,5345,1,0
187588,90083,800,1,0
187626,85846,2076,3,0
56566,53450,149,1,0
187642,89863,216,1,0
56576,89191,837,2,0
187652,110420,3223,1,0
56589,16606,384,3,0
56589,37606,110,3,0
56596,188888,360,1,0
187676,126294,1500,1,0
187704,124533,151,3,0
56638,133472,41,2,0
187710,89863,714,3,0
187727,124533,70,2,0
56664,1373,5000,1,0
56664,65789,1213,3,0
187740,50584,2416,1,0
187751,81261,90,1,0
56679,713,630,3,0
187753,90083,155,1,0
187753,109951,1111,1,0
187754,93587,46,2,0
56688,17639,425,1,0
56691,48182,348,1,0
56703,191819,296,1,0
56703,182803,674,1,0
56703,10136,1777,2,0
187777,88064,360,3,0
56707,713,384,1,0
187783,59857,611,1,0
56712,8243,1178,1,0
56712,182803,5211,9,0
56712,191819,3199,4,0
187790,50440,2427,5,0
187810,167098,224,1,0
56757,88064,298,1,0
56759,90821,1141,3,0
187837,105284,1652,3,0
56770,85695,15000,1,0
187844,24764,7013,1,0
187844,53886,420,1,0
56814,134506,1194,1,0
56815,90762,132,1,0
56817,81205,525,3,0
187894,116625,238,1,0
187894,51840,655,1,0
56825,81235,69,3,0
56825,78111,69,3,0
56822,56712,4700,1,0
56827,108203,280,2,0
56849,63704,1430,1,0
187926,135827,2000,1,0
56884,111626,1008,1,0
56884,163254,36535,1,0
56884,89863,4200,6,0
56884,109441,273351,3,0
56902,60022,19227,10,0
56902,88927,144,1,0
187979,89800,2507,2,0
56933,167008,490000,4,0
188006,100965,200,1,0
56935,109795,1090,1,0
188017,59857,1235,3,0
188022,47723,424,2,0
188043,118818,61466,3,0
188043,24344,22750,3,0
188066,89863,4561,1,0
57002,108382,70,1,0
57004,109628,22176,3,0
188076,128392,57,1,0
57018,52285,44188,4,0
57025,92481,283,1,0
57025,85846,17,1,0
188103,50336,1056,1,0
188104,78839,476,1,0
188155,90083,200,1,0
188159,88064,360,3,0
57094,107921,58992,2,0
188170,169581,46264,1,0
188171,59857,142,1,0
57100,88927,313,1,0
57101,89863,1242,3,0
188176,85763,1946,1,0
57109,169462,1250,1,0
188195,85846,1116,2,0
57135,45927,900,1,0
188207,89863,2569,3,0
57141,78949,1635,3,0
57141,6093,2357,2,0
188225,89863,125,1,0
57168,200486,5000,1,0
57169,46807,510,2,0
57175,57209,60,3,0
188268,90150,4500,5,0
57209,57175,5,1,0
188282,63410,172,2,0
57211,12226,2421,1,0
188288,85795,6095,3,0
57219,78949,390,1,0
188292,89863,5583,2,0
57234,178115,450,1,0
188309,59857,902,2,0
57249,78949,11138,1,0
57251,35615,100,1,0
57262,77644,871,3,0
188346,163050,19600,1,0
57290,191439,6050,1,0
57290,6093,2751,1,0
57290,17759,11571,1,0
57290,22468,22975,1,0
57290,27950,4675,2,0
57290,88847,28792,1,0
188375,59857,97,1,0
57326,182803,2049,4,0
57329,41351,8282,3,0
57329,24084,492,2,0
57341,22454,109,2,0
57342,28741,32500,1,0
188415,51775,9361,2,0
188422,81261,243,1,0
188436,162938,48981,2,0
57379,89863,400,1,0
188465,163254,18842,3,0
188472,47723,90,1,0
57405,49813,69,1,0
57405,118767,3952,2,0
57405,74466,14042,1,0
57420,2686,48,1,0
188496,81261,2373,3,0
57424,78949,3327,3,0
57427,111824,1600,1,0
57429,117007,5350,2,0
57439,90822,73000,1,0
188514,89863,189,3,0
57449,88914,1965,3,0
57464,55228,600,2,0
57465,35815,126388,2,0
57479,66873,140,2,0
57488,51775,21,1,0
57494,88035,1800,3,0
188566,66603,833,1,0
188590,135599,184,1,0
188598,126403,3570,1,0
188606,46484,4500,1,0
188608,89863,356,1,0
188609,89009,299,1,0
57540,53890,100,1,0
188624,81068,7700,1,0
57562,78186,13,1,0
57567,105284,64,1,0
188652,54040,1071,1,0
57590,51787,600,2,0
188680,89863,728,3,0
57609,81261,1369,2,0
188694,59857,45,1,0
188699,163129,12700,5,0
188707,53371,1002,1,0
188710,115916,400,1,0
57646,51775,450,3,0
57646,90762,400,2,0
57649,64136,573,1,0
188725,89863,588,1,0
57657,89863,1534,3,0
188734,63814,957,2,0
57671,53450,530,1,0
188772,124175,1200,1,0
188794,88883,14280,3,0
188800,124533,120,3,0
57729,88803,200,1,0
188802,81257,1119,2,0
188802,89863,142,1,0
188818,89863,728,2,0
188822,77828,2505,5,0
188822,168203,4772,1,0
188828,85742,1,1,0
57762,89863,632,1,0
57762,88064,844,1,0
57785,100917,780,1,0
188866,88064,910,3,0
57797,107105,4181,1,0
57806,163254,3636,2,0
188885,107942,3190,2,0
57830,47723,1000,1,0
188924,81248,1179,3,0
188924,89209,600,1,0
188932,119790,1547,1,0
57864,59900,450,1,0
57880,58032,3213,1,0
188953,126471,104000,1,0
188975,50368,1500,1,0
188976,126271,200000,1,0
188978,26140,250,1,0
57908,112121,179,6,0
57916,169289,79000,4,0
57918,89863,2200,8,0
57918,53450,800,2,0
57918,88064,1200,3,0
57918,104799,1200,5,0
57918,89009,400,1,0
57929,126476,100090,3,0
189005,126289,1121,1,0
189035,50336,833,1,0
189044,109905,6293,1,0
57971,60111,5891,3,0
57979,163254,20188,3,0
189062,66720,149,2,0
189062,109441,3515,1,0
189068,51775,744,6,0
189071,92481,400,1,0
189074,78111,522,3,0
189074,63704,988,1,0
58006,78040,432,1,0
58023,99872,514,1,0
58023,81248,2788,11,0
58039,53450,2323,1,0
58035,78949,11766,7,0
58046,143304,102,1,0
189120,99872,9816,1,0
189124,52279,425,1,0
58061,18360,893,1,0
58061,143304,854,2,0
58061,49780,46,2,0
58062,78949,136441,1,0
58062,142909,1147117,1,0
58062,200718,227,1,0
58062,59615,6459,1,0
189140,108105,2561,1,0
189163,54040,460,1,0
189183,81248,300,3,0
58126,69983,6000,1,0
58126,78949,1427,1,0
189213,90763,1935,3,0
189213,104799,1960,4,0
189213,53450,580,1,0
189213,53420,1881,3,0
189217,63416,3250,2,0
189220,59857,2354,6,0
189225,85478,955000,23,0
189226,107660,8500,1,0
58170,90821,275,1,0
58176,184194,1770,1,0
58177,184333,5388,1,0
58177,143060,1206,1,0
58192,182803,595,1,0
58194,16606,516,3,0
189270,90762,1782,11,0
189272,53420,108,1,0
58211,107789,80000,3,0
189294,56689,3600,1,0
189297,105284,96,3,0
58230,35731,400,1,0
58238,104799,4713,3,0
58238,56691,3603,1,0
189315,55429,369,1,0
58261,117155,1000,1,0
58276,81261,1340,4,0
58276,93587,1820,6,0
58276,100917,2700,5,0
58285,85846,696,1,0
189359,105281,456,1,0
189363,51775,1780,1,0
189371,107811,5585,1,0
189400,85829,156,2,0
189408,124533,5715,2,0
58341,66774,20000,1,0
189430,80399,987,1,0
58359,108211,3852250,22,0
58375,81248,12,1,0
189451,105281,393,2,0
58384,57329,4903,1,0
189457,89863,706,1,0
189472,60055,515,4,0
189476,116510,24500,2,0
189488,66603,2142,3,0
189489,110050,170,1,0
189524,124533,220,1,0
58453,26444,30000,1,0
58452,115917,40500,7,0
189532,47723,516,1,0
189548,81248,1377,2,0
58478,132173,559,3,0
58492,24407,38936,6,0
58492,52279,883,1,0
58492,19831,1314,3,0
189570,90309,487,1,0
58509,39063,37093,2,0
189598,58727,210,1,0
189601,78111,1347,3,0
58532,143304,523,1,0
58532,157781,122,1,0
58562,88803,150,2,0
189640,66873,899,1,0
189645,110301,1300,4,0
189652,81235,400,1,0
189652,128392,507,2,0
58595,137960,298,1,0
58608,18788,2589,3,0
58633,73131,1520,1,0
58646,78949,1945,1,0
189725,26185,18582,4,0
189730,110139,2000,1,0
189732,162241,380,1,0
58673,8725,2340000,1,0
58684,8154,12114,3,0
58696,156913,18000,1,0
58717,6093,3910,3,0
58718,65789,717,1,0
58718,113586,17717,5,0
189809,111626,2800,4,0
189809,53450,304,4,0
189818,81261,4068,3,0
189833,163254,29609,3,0
58770,88064,4605,3,0
58783,104826,14820,5,0
189869,85791,400,1,0
58798,88914,60,1,0
189884,89863,690,1,0
189891,167098,8451,2,0
189892,99989,43924,1,0
189898,88064,14270,1,0
189900,89189,4350,2,0
189922,66873,377,3,0
189922,135928,341,2,0
189922,88064,726,6,0
189922,85795,505,4,0
189922,89009,1520,8,0
189922,81248,325,3,0
189922,105284,17,1,0
189922,107109,36,1,0
189922,60057,527,6,0
189922,89863,508,5,0
189922,85829,178,2,0
189922,81261,701,5,0
189922,93641,80,1,0
189922,59857,1424,10,0
189922,99872,102,2,0
189922,85784,120,2,0
189922,52279,178,2,0
189922,78111,563,3,0
189922,100917,575,3,0
189922,85742,478,5,0
189922,93587,175,1,0
189922,90821,417,3,0
189922,51775,136,1,0
189922,105281,329,2,0
189922,119681,347,2,0
189922,85763,239,1,0
189922,47723,162,2,0
189922,88914,525,6,0
189922,108467,239,1,0
189924,133733,535,1,0
58856,91826,70,1,0
189930,90821,1087,9,0
189939,53987,12480,1,0
58873,81248,1435,4,0
189954,110050,30,1,0
58887,81261,4574,1,0
189959,89863,1182,2,0
189998,53450,1487,2,0
58938,88914,1671,6,0
58938,119681,1125,3,0
190038,59951,1500,1,0
190038,78040,2727,1,0
190044,91926,55548,1,0
190047,89863,300,3,0
190059,89009,681,1,0
58998,35833,833,3,0
59018,135928,1028,3,0
59028,100969,70,1,0
59029,85795,504,1,0
59029,88035,1347,1,0
59029,89863,674,1,0
59029,104799,168,1,0
59031,53450,878,1,0
59041,88803,4134,2,0
190116,81257,143,1,0
59051,88914,445,1,0
59055,63814,1320,3,0
190131,89863,1574,2,0
190154,89863,1259,3,0
190154,88064,1689,3,0
190154,104799,1046,2,0
190188,51775,787,1,0
190188,90762,1220,1,0
190203,50573,380,2,0
190221,55228,2856,2,0
59159,133540,495,1,0
59160,51775,350,3,0
59161,133301,203000,2,0
190234,51775,442,2,0
190238,85742,228,6,0
190238,89189,702,3,0
190238,89209,226,3,0
190261,59984,10000,1,0
190283,79973,536,1,0
59215,24355,2475,4,0
190294,54040,115,1,0
190305,89132,2918,1,0
190324,53371,1203,1,0
59270,47723,618,2,0
190344,85742,31,1,0
190355,80125,100,1,0
59291,88064,4112,1,0
190365,89006,500,2,0
190368,124533,100,3,0
59307,61185,55,1,0
59314,35833,6477,5,0
59328,52589,2526,2,0
190414,88914,131,1,0
59367,77983,250,1,0
190453,53371,576,1,0
59381,51775,1027,3,0
190460,59857,300,3,0
59388,60057,1800,9,0
59388,66873,650,4,0
59388,89009,2800,7,0
59388,107109,450,3,0
59388,47723,2650,13,0
190466,82978,9680,1,0
59398,50569,459,1,0
190490,89863,454,1,0
59419,51787,60,1,0
59432,59857,714,2,0
59432,88064,4082,54,0
59439,90109,2428,1,0
190518,89863,663,1,0
59449,51775,971,3,0
59452,111626,1286,6,0
190529,89863,6648,1,0
190535,89009,358,1,0
59481,89209,649,1,0
190578,105284,11552,3,0
59515,55429,274,1,0
190590,24783,2730,6,0
59545,81248,2535,4,0
59546,50569,8519,1,0
190634,47723,408,1,0
59572,40943,31521,1,0
59575,89863,448,1,0
59578,53450,1350,3,0
59587,88917,150,1,0
59591,53371,2134,3,0
59591,89863,1033,2,0
59594,85795,1700,3,0
59594,85784,600,3,0
59594,100917,1500,3,0
190677,81235,142,3,0
59613,90543,18153,1,0
59615,53450,643,1,0
190688,88064,1582,2,0
59620,51917,4522,2,0
59620,81261,1428,2,0
59620,78111,629,2,0
190730,78111,647,1,0
59662,111626,539,3,0
59662,81235,1610,3,0
59662,108105,637,3,0
59662,85795,539,3,0
190739,90083,154,1,0
59685,100873,219649,3,0
59695,52061,1400,3,0
59695,117450,410,2,0
59695,163014,880,2,0
59695,87015,440,1,0
59710,90821,129,1,0
59718,35741,3734,4,0
190793,53450,600,6,0
59723,89863,443,1,0
59723,118734,1166,1,0
59729,118908,714,1,0
59729,168113,100000,2,0
190801,89864,971,1,0
190802,53450,91,1,0
190802,81261,158,1,0
59744,78186,19356,6,0
59744,60055,600,1,0
59745,128392,794,1,0
190820,88078,5000,1,0
59748,53450,2026,2,0
59754,105284,566,3,0
59756,93587,296,1,0
59756,78111,1630,3,0
190846,107109,1348,3,0
190878,91901,11863,1,0
190884,85784,2335,2,0
190904,78302,700,1,0
190916,100917,169,1,0
59844,162231,8592,2,0
59846,200718,335,1,0
59849,78949,10576,2,0
190923,89863,456,1,0
59857,17300,7895,1,0
59857,1176,4529,15,0
59857,4473,134956,291,0
59857,176886,439879,936,0
59857,143294,52,3,0
59857,187783,1334,2,0
59857,59866,4000,1,0
59857,18567,6208,1,0
59857,21659,181,1,0
59857,22843,1385,1,0
59857,141523,606,1,0
59857,81740,291,1,0
59857,157679,18839,15,0
59857,141777,20,2,0
59857,128655,3400,170,0
59857,51443,1101,4,0
59857,48231,561,3,0
59857,36149,8377,4,0
59857,76218,530,1,0
59857,79887,3563,9,0
59857,156018,91,1,0
59857,157540,7496,3,0
59857,76223,5880,15,0
59863,78949,54,2,0
59866,1097,450,1,0
59868,10314,556,1,0
59868,6093,50,1,0
59868,14365,2214,1,0
59868,78591,3964,3,0
59868,139001,650,1,0
59868,182729,6690,1,0
59868,71184,2000,2,0
59868,116523,3254,1,0
190940,89863,115,1,0
59882,26374,10000,1,0
190956,89863,46,1,0
190962,105284,961,1,0
59894,49780,168,3,0
59894,143304,3327,3,0
59909,143501,1600,4,0
59909,49813,69,1,0
59909,79887,3658,17,0
59909,2490,298,1,0
59935,4994,85,3,0
59935,64273,705,1,0
59935,11781,245,3,0
59935,22454,231,2,0
191011,90083,1000,1,0
59951,18788,14388,8,0
191024,85784,861,2,0
191026,124211,808,1,0
191038,93587,617,3,0
59965,55235,89,1,0
59965,19210,30,1,0
59967,100058,14766,1,0
59962,22349,5380,3,0
59962,9650,714,1,0
59978,22454,300,1,0
59981,713,913,2,0
59981,65775,1967,3,0
59981,152630,206,4,0
59981,57657,1397,3,0
59984,190261,23700,1,0
59984,603,142670,7,0
59984,65789,387,1,0
191062,108105,3283,1,0
191078,168442,17000,1,0
60008,16606,4378,3,0
60022,124120,273,2,0
60022,17097,1780,2,0
60022,53321,8210,21,0
191098,162241,25887,2,0
60034,60035,1645,6,0
60034,116216,2119,3,0
60035,60034,13180,6,0
191118,89863,353,1,0
191126,90821,475,2,0
60057,55602,450,3,0
60057,69867,86,4,0
60057,142917,600,2,0
60057,157679,11530,16,0
60076,44137,501,1,0
191151,85795,251,3,0
60081,37606,77,3,0
60081,16606,239,3,0
60095,127102,10000,1,0
60095,13042,10000,1,0
60095,713,1168,1,0
60101,51981,310,4,0
60101,68919,128,1,0
60101,55334,430,2,0
60101,64166,244,2,0
60104,60094,8000,5,0
60105,162241,656,1,0
191186,89863,1816,4,0
60128,139231,1424,1,0
60128,96792,165,2,0
60134,127006,391,2,0
191207,26149,627,1,0
60136,143304,12828,1,0
60158,86238,360,1,0
60158,86347,57983,1,0
60158,17300,238,1,0
60158,128637,300,1,0
60158,191492,32785,6,0
60158,177989,604,2,0
60158,191457,325,3,0
60158,28688,299,2,0
191255,24764,2090,1,0
60191,78630,18525,2,0
60210,89863,91,3,0
60213,134276,36786,1,0
60213,168237,19360,1,0
60213,109516,8466,1,0
191300,167162,805,1,0
191312,47723,1523,1,0
191312,89009,1102,1,0
191316,51837,1623,1,0
191318,52513,2420,1,0
191317,89189,1662,2,0
60253,81439,927,7,0
60283,100917,1022,3,0
60283,53450,950,3,0
60283,88035,850,3,0
191355,81261,740,1,0
60292,110099,13169,2,0
60295,85795,218,1,0
60295,104799,2405,3,0
60295,89863,2513,1,0
60295,167227,270,1,0
60295,53420,307,1,0
60295,93587,181,1,0
60295,85763,933,3,0
60295,47723,519,3,0
60295,88064,217,1,0
60295,59857,538,1,0
60298,53459,253564,4,0
60298,104471,14414,1,0
60316,26149,1398,3,0
191395,89873,15170,4,0
60353,78111,1275,3,0
60354,77997,270,1,0
191426,108507,714,1,0
191429,108467,8489,2,0
60359,119064,138,1,0
191439,53450,1344,3,0
191451,85491,1600,3,0
191449,80240,8500,1,0
60383,53450,1233,1,0
60383,89863,3501,6,0
191457,26149,150,1,0
191458,90074,180000,4,0
191462,100965,100,1,0
60395,53450,811,3,0
60403,85763,96,3,0
60403,81261,1799,3,0
191490,51787,449,1,0
191492,60158,536,1,0
60424,53450,425,2,0
60431,53450,400,2,0
60439,58728,11138,5,0
191513,119099,919,1,0
191522,107583,428,2,0
60462,81261,2935,6,0
60462,93587,449,3,0
60462,78128,8779,4,0
60473,89009,605,4,0
60473,66873,1200,3,0
60488,108105,894,2,0
191564,105284,547,4,0
60493,78949,5204,2,0
60493,120382,357,1,0
60507,2385,43277,1,0
60508,78949,540,1,0
191589,107548,8956,2,0
191591,90526,1722,2,0
191595,133296,240,1,0
191630,89863,101,1,0
60564,191847,4810,1,0
60564,182803,9350,1,0
60571,78111,74700,1,0
60592,107605,10853,3,0
191670,59857,591,2,0
191678,85829,1500,3,0
191678,89863,1500,3,0
60611,90309,1065,3,0
191691,89863,1000,1,0
60623,167162,4500,1,0
60646,89863,32,1,0
191752,88914,1950,3,0
191752,105281,830,6,0
191847,105281,1308,3,0
191847,51775,1137,5,0
191847,110419,1090052,7,0
191847,24783,1874,3,0
191847,88064,3952,3,0
191847,81261,2094,7,0
191847,50417,23405,3,0
191847,47723,1863,3,0
191847,104799,789,2,0
191847,50569,645296,6,0
191847,89863,1339,3,0
191847,85784,614,1,0
191847,108105,1780,3,0
191848,89863,682,2,0
60780,107584,8000,1,0
191860,89009,510,5,0
60797,85795,1929,3,0
191872,60111,7053,3,0
191875,99989,3570,3,0
191879,105281,2303,5,0
60809,167162,2779,1,0
60825,85763,800,2,0
60838,168217,10244,1,0
191913,61082,3530,3,0
60844,85742,52,2,0
191927,59857,736,1,0
191939,51775,8869,1,0
60875,100917,1000,1,0
60877,124497,15,1,0
191953,59857,1182,2,0
60904,52335,4810,1,0
191977,59857,2931,1,0
60909,124232,750000,3,0
60911,103251,583,1,0
60915,108105,5,1,0
60930,124533,185,1,0
60948,53563,681,3,0
192025,47820,600,1,0
60964,93587,1248,3,0
192054,107772,766,1,0
60986,88803,500000,10,0
60990,85784,89,1,0
61011,96657,10922,2,0
192103,53450,168861,1,0
61043,56691,983,1,0
192115,126245,900,3,0
192118,163220,474,2,0
61046,115922,1739,1,0
61059,81093,15760,1,0
61082,111808,620,2,0
192156,81261,1142,2,0
61101,19831,292,1,0
61107,61146,20000000,2,1
61107,75802,37394,1,0
61138,66479,15000,3,0
61159,8580,125,1,0
61160,116537,30,1,0
61164,26149,113,1,0
192238,89863,737,1,0
192239,53275,1425,1,0
192249,85846,66,1,0
61177,87952,2100,3,0
61177,169273,900,3,0
61185,59307,230,1,0
61185,52027,20,1,0
61187,16620,4001,2,0
61187,6093,7177,5,0
61191,80587,321,1,0
61191,200605,2395,1,0
61194,200575,11048,2,0
61194,78002,5000,1,0
61195,73027,12,1,0
61196,50680,603,3,0
61196,47947,17234,4,0
192274,66760,310,1,0
192274,89006,144,2,0
192278,89009,340,2,0
61208,68252,967,2,0
61218,124888,45362,2,0
192313,107109,1327,2,0
192323,167162,2055,1,0
192324,111626,266,3,0
61264,66891,15,1,0
61275,108545,20,1,0
61275,176825,2900,4,0
192348,105284,321,1,0
61279,54113,839,1,0
61279,28697,774,1,0
61281,33419,2892,1,0
61286,8063,360,9,0
61297,78949,150,1,0
61315,56994,196,3,0
61315,143304,408,1,0
192389,59873,1413,3,0
192393,81248,2354,3,0
192393,105284,291,1,0
192402,85784,311,1,0
61332,143076,532,2,0
61341,109816,17,2,0
192429,50148,136350,11,0
192440,26333,385,1,0
61369,128431,5400,1,0
61369,16487,3998,3,0
61369,120259,230,1,0
61369,155851,20468,2,0
61369,142973,19617,2,0
61369,57091,1877660,16,0
192442,99872,848,2,0
61374,65789,395,1,0
192447,110050,80,1,0
61404,118702,1872,4,0
61407,17337,4838,2,0
61407,138040,93643,8,0
61407,116087,2282,1,0
61407,28764,4856,1,0
192487,85795,6720,6,0
61417,6046,220,1,0
61417,143304,8558,7,0
61417,49780,367,3,0
192496,56691,147,1,0
61430,14525,100,1,0
192507,104826,2000,2,0
61438,78949,3061,4,0
192522,110099,13847,4,0
192522,162107,2876,1,0
192527,168442,801356,3,0
192533,83247,354,3,0
61468,191576,28746,2,0
61468,64926,175000,4,0
61468,135580,23896,1,0
61468,39995,384,1,0
192551,90083,200,1,0
192564,81410,4000,1,0
192568,53450,1267,3,0
61509,88985,8932,3,0
192583,88914,1760,1,0
61516,89009,431,1,0
192612,99872,315,2,0
61542,59857,1142,1,0
192619,88914,224,1,0
192633,89863,16,1,0
192638,104799,500,1,0
192648,89863,3474,3,0
192648,124533,1761264,1,0
192650,53338,369,1,0
192681,61104,538,1,0
61615,89863,4359,2,0
192715,110050,140,2,0
61652,85784,12359,4,0
192730,104799,300,3,0
192733,66873,2300,1,0
61679,66603,5184,3,0
61680,86945,2232,1,0
61686,51775,140,1,0
61687,55483,608,2,0
61693,59873,298,1,0
192768,88914,320,1,0
192784,89132,1936,2,0
61725,162180,2680,3,0
61727,100965,550,2,0
61729,124533,71,3,0
192803,163254,16150,3,0
61734,110050,150,1,0
192809,19159,13000,3,0
61739,55429,1074,1,0
61745,53450,880,4,0
61755,89009,943,1,0
192830,59873,5653,3,0
192831,117146,39000,1,0
61767,105284,946,2,0
192840,53371,1027,2,0
61769,61177,561,3,0
192843,89863,2448,1,0
61797,90309,6589,6,0
61797,81248,176,1,0
61807,87714,293,3,0
192880,64136,474,1,0
61808,89863,865,3,0
192881,111626,521,1,0
192885,110050,160,1,0
61845,89863,5,1,0
192932,105284,889,1,0
61863,79973,638,3,0
61878,81248,747,1,0
192956,109934,800,1,0
61887,100917,1198,6,0
192960,117476,7672,3,0
61895,111626,1116,1,0
61909,54969,57,1,0
61924,104631,270,1,0
192997,89863,3395,2,0
61936,88803,200,1,0
61941,99954,1749,2,0
61948,163249,403,4,0
61949,104826,2620,4,0
61969,85846,1199,1,0
193044,163150,968,2,0
193046,53450,337,2,0
193047,66873,677,1,0
61979,109951,256,1,0
193067,126424,4500,1,0
193071,119707,1294,4,0
62001,26149,510,1,0
62007,116560,2400,3,0
193082,78186,16,1,0
193089,53450,93,3,0
193089,111626,897,3,0
193089,89863,645,3,0
193097,126401,343610,1,0
62032,115267,285,2,0
62048,26149,702,1,0
62048,53420,771,2,0
193121,169396,569,3,0
62074,81235,2433,2,0
193160,163254,24226,3,0
193175,167447,338,1,0
193176,19831,26885,1,0
62118,163254,18842,3,0
62145,53450,112000,1,0
193221,90520,2145,2,0
193241,59857,1038,2,0
62174,89189,2500,3,0
193257,83466,150,1,0
193261,168440,20463,1,0
193270,116510,25467,3,0
62205,79973,5250,1,0
193283,63410,92,1,0
193286,110050,1145,2,0
62262,135928,28680,1,0
193335,88914,381,3,0
193346,81261,445,1,0
193346,93587,445,1,0
62283,167162,6955,1,0
62296,88803,10000,1,0
193368,107944,8161,4,0
193374,78111,1464,3,0
193375,108467,79,1,0
193382,104799,465,1,0
62313,105284,2197,6,0
62317,162180,1624,3,0
62325,80125,1070,1,0
62331,51775,277,1,0
193410,100917,1700,1,0
62339,713,160,1,0
193419,53450,1335,3,0
62349,189000,10684,1,0
62358,88058,11000,5,0
62358,78641,1650,3,0
62358,141996,2755,1,0
62383,107584,300,1,0
193459,51776,108800,5,0
193464,115267,1329,1,0
62403,110050,309,1,0
193476,53371,148,2,0
62408,59857,482,1,0
193488,77975,64,3,0
193498,53420,52,1,0
193503,78111,906,3,0
62437,78111,720,3,0
193516,90607,90,2,0
193520,78091,449,3,0
193520,105281,21,1,0
193529,124533,12,1,0
193531,24783,62,1,0
62481,88914,11,1,0
193583,53450,372,3,0
193591,107955,167,2,0
62521,89863,106,3,0
62529,53450,238,1,0
193620,78630,5398,1,0
193672,85795,468,2,0
193701,53450,230,2,0
193709,111626,454,1,0
193716,135599,285,2,0
193729,59873,417,1,0
193750,59951,864,3,0
62683,85795,898,2,0
62691,52279,13,1,0
193768,78111,890,3,0
193771,89009,2157,6,0
193771,107109,679,3,0
193771,47723,1952,5,0
62703,53450,802,2,0
62705,64136,627,1,0
193788,88914,801,3,0
62718,163298,565,3,0
193806,53450,2718,6,0
193811,124533,29,1,0
193818,105284,1,1,0
62769,59873,952,1,0
62783,109951,204,1,0
62790,99872,66365,1,0
193875,108084,2038,1,0
193878,81261,1347,3,0
62811,85795,1181,2,0
62811,133652,115658,12,0
62841,115297,139890,7,0
62864,85784,39,1,0
193947,111626,263,1,0
193963,89863,190,2,0
193968,108382,3500,1,0
193973,89863,237,1,0
193986,116510,23019,2,0
62955,47723,944,2,0
194037,24783,2361,3,0
62970,68760,651203,10,0
62970,103208,206199,6,0
62970,100607,2280,2,0
62985,90309,200,1,0
63006,93641,30,1,0
194090,47723,364,2,0
194113,88064,300,3,0
194139,40971,178,1,0
63068,89863,1149,2,0
63073,93685,71548,1,0
63077,89863,710,1,0
63078,109951,190,1,0
63087,100917,2199,3,0
194163,108887,7767,1,0
194163,85622,549,1,0
63101,88914,39,1,0
63112,63859,24191,3,0
194187,108422,450,3,0
63122,116599,163,1,0
63125,26204,245,1,0
194209,54954,750,1,0
194233,105306,8345,1,0
194241,89189,1945,3,0
194249,167162,6889,2,0
63191,59857,1264,6,0
63216,105281,215,2,0
63216,89863,358,2,0
63216,24783,273,2,0
63216,111626,1383,3,0
63223,81248,501,2,0
63233,111626,597,1,0
63248,100917,606,2,0
63251,89863,171,1,0
194343,89863,260,1,0
63273,89863,2813,3,0
194351,81235,997,1,0
194362,89863,135,1,0
194362,51775,2341,2,0
194367,107109,16,1,0
194368,90309,727,3,0
63299,115944,76700,4,0
194381,88064,7259,1,0
194396,167197,3600,3,0
194397,24783,45,1,0
194405,108382,5015,1,0
194416,52279,1037,1,0
63346,82978,2168,1,0
63349,54040,7140,1,0
194433,78111,1500,3,0
194439,51775,330,1,0
194441,119118,5360,2,0
63372,85742,1524,2,0
63389,141777,76580,1,0
194466,24792,660,3,0
63397,124120,445,2,0
63397,17232,536,1,0
63398,54202,1209,3,0
194485,104752,483870,1,1
63416,49876,1630,3,0
63420,63421,880,4,0
63427,155831,50000,1,0
63427,75658,134,1,0
63427,24764,21371,1,0
63427,22431,22331,1,0
63434,85742,212,1,0
63439,63447,2500,1,0
63447,63439,128,1,0
194526,90340,305,2,0
194527,66720,200,3,0
194528,107109,89,1,0
63457,88845,1000,1,0
63457,42257,3350,5,0
63460,55602,73246,1,0
63460,160821,340932,1,0
194534,89863,119,3,0
63472,76425,400,2,0
194561,24829,2880,1,0
194562,104631,390,1,0
63498,116262,1250,2,0
194592,47723,1100,5,0
194592,66873,1200,6,0
194592,89009,300,3,0
63523,63542,486836,2,0
63529,46467,2400,1,0
63542,73692,81001,4,0
63542,41061,4262,1,0
63542,63523,50000,1,0
63542,36932,6382,1,0
63542,126955,250,1,0
194634,26333,90,1,0
63572,120295,3931,1,0
63572,65616,16919,1,0
63572,18360,518,1,0
194644,85795,1574,1,0
194650,90083,150,1,0
194657,26155,9800,1,0
63591,110050,190,2,0
194664,90762,252,1,0
63592,107109,68,3,0
63592,47723,600,17,0
63592,66873,108,6,0
63595,24783,218,2,0
63595,89863,276,3,0
63595,53450,1104,3,0
63595,85795,2464,3,0
63601,88064,450,1,0
63601,26149,745,1,0
63601,89779,270,1,0
63601,89863,427,2,0
63601,85784,148,1,0
63601,88035,970,1,0
194696,64136,474,1,0
63645,85763,1955,3,0
194717,111626,79,1,0
63652,24084,406,1,0
63665,7216,557,1,0
63669,697,8397,2,0
63669,46412,8396,2,0
63669,66964,2271,1,0
63680,12604,180,1,0
